"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column","normalised_OD"
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",51600,0.187,0.166,6,368,5,0.03775
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",51600,0.187,0.167,6,342,6,0.03775
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",51600,0.202,0.177,5,340,7,0.05275
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",51600,0.199,0.184,11,361,8,0.04975
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",51600,0.926,0.74,25,2270,9,0.77675
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",51600,0.927,0.743,26,2315,10,0.77775
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",51600,1.014,0.811,20,2166,11,0.86475
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",51600,1.038,0.833,22,2149,12,0.88875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",51600,1.041,0.872,32,2075,1,0.89175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",51600,1.021,0.863,31,2135,2,0.87175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",51600,0.909,0.755,40,2353,3,0.75975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",51600,0.999,0.836,35,2099,4,0.84975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",51600,0.201,0.181,6,386,5,0.05175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",51600,0.195,0.177,13,407,6,0.04575
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",51600,0.188,0.175,9,367,7,0.03875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",51600,0.182,0.167,8,435,8,0.03275
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",51600,0.926,0.771,15,1458,9,0.77675
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",51600,0.997,0.834,22,1428,10,0.84775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",51600,0.912,0.761,24,1477,11,0.76275
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",51600,0.992,0.827,20,1370,12,0.84275
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",51600,0.977,0.797,31,2112,1,0.82775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",51600,0.967,0.798,37,2182,2,0.81775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",51600,0.976,0.805,35,2133,3,0.82675
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",51600,0.94,0.768,31,2169,4,0.79075
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",51600,0.179,0.163,6,448,5,0.02975
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",51600,0.181,0.165,7,442,6,0.03175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",51600,0.185,0.167,11,502,7,0.03575
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",51600,0.21,0.189,9,560,8,0.06075
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",51600,1.033,0.851,23,2073,9,0.88375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",51600,1.223,1.037,23,2122,10,1.07375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",51600,1.032,0.851,24,2049,11,0.88275
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",51600,1.038,0.853,23,2084,12,0.88875
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",52800,0.15,0.141,50,3261,1,0.000750000000000001
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",52800,0.142,0.133,54,3253,2,-0.00725000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",52800,0.165,0.156,61,3240,3,0.01575
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",52800,0.14,0.131,55,3323,4,-0.00924999999999998
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",52800,0.147,0.14,7,236,5,-0.00225
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",52800,0.155,0.149,4,218,6,0.00575
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",52800,0.156,0.149,10,232,7,0.00675000000000001
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",52800,0.154,0.147,7,237,8,0.00475
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",52800,0.247,0.22,29,1663,9,0.09775
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",52800,0.258,0.228,26,1653,10,0.10875
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",52800,0.244,0.22,30,1724,11,0.09475
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",52800,0.286,0.249,28,1656,12,0.13675
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",52800,0.88,0.703,37,2817,1,0.73075
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",52800,0.938,0.738,37,2206,2,0.78875
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",52800,0.845,0.659,39,2293,3,0.69575
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",52800,0.917,0.731,43,2253,4,0.76775
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",52800,0.208,0.185,6,527,5,0.05875
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",52800,0.212,0.187,11,485,6,0.06275
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",52800,0.207,0.184,7,488,7,0.05775
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",52800,0.214,0.192,8,449,8,0.06475
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",52800,0.982,0.772,26,2209,9,0.83275
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",52800,0.973,0.765,24,2184,10,0.82375
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",52800,1.007,0.803,28,2205,11,0.85775
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",52800,1.012,0.796,24,2154,12,0.86275
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",52800,1.085,0.91,30,2081,1,0.93575
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",52800,1.088,0.915,36,2124,2,0.93875
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",52800,1.022,0.844,38,2171,3,0.87275
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",52800,1.062,0.883,27,2117,4,0.91275
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",52800,0.168,0.154,6,342,5,0.01875
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",52800,0.167,0.156,3,347,6,0.01775
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",52800,0.178,0.165,7,343,7,0.02875
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",52800,0.176,0.163,8,362,8,0.02675
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",52800,0.966,0.797,21,1420,9,0.81675
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",52800,0.946,0.779,22,1437,10,0.79675
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",52800,0.955,0.794,26,1433,11,0.80575
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",52800,1.001,0.826,16,1389,12,0.85175
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",52800,0.146,0.135,54,3193,1,-0.00325
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",52800,0.669,0.569,39,2543,2,0.51975
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",52800,0.199,0.177,51,3182,3,0.04975
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",52800,0.159,0.146,52,3271,4,0.00975000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",52800,0.158,0.151,8,230,5,0.00875000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",52800,0.144,0.139,9,221,6,-0.00525
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",52800,0.157,0.15,6,220,7,0.00775000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",52800,0.15,0.142,6,225,8,0.000750000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",52800,0.751,0.598,26,1336,9,0.60175
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",52800,0.686,0.556,24,1406,10,0.53675
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",52800,0.511,0.425,27,1491,11,0.36175
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",52800,0.475,0.396,28,1508,12,0.32575
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",52800,0.985,0.802,29,2056,1,0.83575
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",52800,1.006,0.828,37,2104,2,0.85675
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",52800,0.976,0.811,38,2146,3,0.82675
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",52800,1.008,0.834,32,2100,4,0.85875
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",52800,0.172,0.156,5,441,5,0.02275
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",52800,0.178,0.163,9,449,6,0.02875
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",52800,0.179,0.164,7,448,7,0.02975
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",52800,0.183,0.173,5,372,8,0.03375
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",52800,1.02,0.845,62,2014,9,0.87075
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",52800,0.984,0.811,19,2040,10,0.83475
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",52800,1.016,0.841,22,2103,11,0.86675
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",52800,1.059,0.885,17,1867,12,0.90975
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",52800,0.945,0.762,32,2946,1,0.79575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",52800,0.866,0.691,35,2950,2,0.71675
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",52800,0.868,0.693,38,2817,3,0.71875
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",52800,0.897,0.712,40,2698,4,0.74775
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",52800,0.185,0.165,6,357,5,0.03575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",52800,0.185,0.168,5,351,6,0.03575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",52800,0.199,0.181,5,353,7,0.04975
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",52800,0.201,0.182,9,363,8,0.05175
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",52800,0.934,0.746,29,2338,9,0.78475
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",52800,0.926,0.746,27,2337,10,0.77675
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",52800,1.018,0.816,24,2203,11,0.86875
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",52800,1.038,0.834,24,2118,12,0.88875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",52800,1.048,0.879,28,2095,1,0.89875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",52800,1.034,0.871,35,2125,2,0.88475
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",52800,0.927,0.767,38,2336,3,0.77775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",52800,1.009,0.841,30,2109,4,0.85975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",52800,0.201,0.182,7,392,5,0.05175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",52800,0.196,0.177,7,402,6,0.04675
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",52800,0.188,0.175,5,359,7,0.03875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",52800,0.183,0.168,7,449,8,0.03375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",52800,0.927,0.771,21,1450,9,0.77775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",52800,0.998,0.836,26,1427,10,0.84875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",52800,0.913,0.76,23,1498,11,0.76375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",52800,0.994,0.828,19,1373,12,0.84475
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",52800,0.977,0.796,34,2038,1,0.82775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",52800,0.963,0.795,35,2164,2,0.81375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",52800,0.977,0.807,34,2109,3,0.82775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",52800,0.938,0.766,30,2162,4,0.78875
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",52800,0.179,0.162,7,459,5,0.02975
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",52800,0.181,0.165,3,444,6,0.03175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",52800,0.185,0.168,8,500,7,0.03575
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",52800,0.209,0.188,4,546,8,0.05975
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",52800,1.031,0.849,20,2071,9,0.88175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",52800,1.226,1.041,19,2148,10,1.07675
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",52800,1.029,0.85,21,2070,11,0.87975
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",52800,1.035,0.851,20,2080,12,0.88575
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",54000,0.15,0.14,54,3250,1,0.001
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",54000,0.142,0.132,55,3245,2,-0.00700000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",54000,0.164,0.155,54,3286,3,0.015
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",54000,0.14,0.131,58,3341,4,-0.00899999999999998
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",54000,0.145,0.137,5,238,5,-0.004
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",54000,0.156,0.149,5,223,6,0.00700000000000001
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",54000,0.157,0.151,8,222,7,0.00800000000000001
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",54000,0.154,0.148,5,221,8,0.005
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",54000,0.247,0.22,26,1697,9,0.098
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",54000,0.258,0.228,27,1674,10,0.109
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",54000,0.245,0.22,27,1706,11,0.096
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",54000,0.286,0.249,24,1668,12,0.137
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",54000,0.889,0.713,35,2660,1,0.74
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",54000,0.932,0.737,38,2185,2,0.783
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",54000,0.848,0.663,42,2239,3,0.699
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",54000,0.922,0.734,43,2188,4,0.773
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",54000,0.209,0.184,8,533,5,0.06
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",54000,0.211,0.186,6,489,6,0.062
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",54000,0.207,0.184,7,497,7,0.058
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",54000,0.218,0.193,5,450,8,0.069
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",54000,0.97,0.759,26,2228,9,0.821
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",54000,0.976,0.768,24,2192,10,0.827
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",54000,1.005,0.795,24,2247,11,0.856
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",54000,1.009,0.791,26,2162,12,0.86
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",54000,1.092,0.919,30,2078,1,0.943
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",54000,1.098,0.918,34,2150,2,0.949
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",54000,1.03,0.851,38,2174,3,0.881
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",54000,1.053,0.882,35,2121,4,0.904
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",54000,0.168,0.154,5,349,5,0.019
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",54000,0.168,0.156,7,346,6,0.019
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",54000,0.178,0.165,4,340,7,0.029
