strain_1,strain_2,strain_3,name,media,init_OD,temperature,replicate,row,col,well,pH,anomalous,time,OD600,OD730,column
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,39600,0.901,0.722,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,39600,0.899,0.724,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,39600,0.84,0.699,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,39600,0.863,0.724,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,39600,0.819,0.688,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,39600,0.831,0.689,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,39600,0.199,0.18,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,39600,0.195,0.177,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,39600,0.188,0.175,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,39600,0.182,0.168,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,39600,0.799,0.668,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,39600,0.857,0.711,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,39600,0.818,0.679,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,39600,0.883,0.731,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,39600,0.868,0.718,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,39600,0.815,0.669,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,39600,0.901,0.749,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,39600,0.81,0.669,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,39600,0.177,0.162,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,39600,0.179,0.165,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,39600,0.183,0.167,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,39600,0.208,0.188,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,39600,0.956,0.791,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,39600,1.099,0.924,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,39600,0.952,0.788,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,39600,0.959,0.789,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,40800,0.152,0.142,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,40800,0.143,0.133,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,40800,0.165,0.156,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,40800,0.14,0.132,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,40800,0.144,0.14,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,40800,0.155,0.149,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,40800,0.157,0.15,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,40800,0.154,0.149,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,40800,0.437,0.335,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,40800,0.462,0.362,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,40800,0.372,0.313,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,40800,0.473,0.38,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,40800,0.562,0.447,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,40800,0.774,0.596,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,40800,0.794,0.616,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,40800,0.663,0.533,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,40800,0.212,0.188,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,40800,0.211,0.187,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,40800,0.204,0.185,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,40800,0.204,0.185,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,40800,0.937,0.738,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,40800,0.928,0.729,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,40800,0.947,0.751,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,40800,0.948,0.746,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,40800,0.953,0.8,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,40800,0.963,0.809,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,40800,0.91,0.752,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,40800,0.927,0.773,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,40800,0.17,0.156,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,40800,0.171,0.158,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,40800,0.18,0.168,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,40800,0.179,0.165,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,40800,0.927,0.752,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,40800,0.913,0.748,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,40800,0.922,0.76,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,40800,0.964,0.794,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,40800,0.143,0.134,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,40800,0.175,0.162,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,40800,0.146,0.137,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,40800,0.144,0.135,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,40800,0.157,0.151,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,40800,0.144,0.137,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,40800,0.157,0.15,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,40800,0.148,0.141,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,40800,0.501,0.39,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,40800,0.513,0.405,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,40800,0.446,0.364,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,40800,0.434,0.36,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,40800,0.86,0.704,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,40800,0.926,0.767,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,40800,0.869,0.72,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,40800,0.922,0.764,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,40800,0.171,0.156,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,40800,0.177,0.162,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,40800,0.179,0.164,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,40800,0.183,0.173,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,40800,0.977,0.813,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,40800,0.961,0.797,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,40800,0.983,0.817,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,40800,1.006,0.837,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,40800,0.601,0.474,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,40800,0.578,0.46,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,40800,0.67,0.526,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,40800,0.615,0.486,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,40800,0.181,0.164,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,40800,0.182,0.166,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,40800,0.193,0.177,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,40800,0.194,0.18,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,40800,0.882,0.7,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,40800,0.851,0.681,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,40800,0.943,0.753,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,40800,0.944,0.755,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,40800,0.878,0.732,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,40800,0.898,0.756,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,40800,0.83,0.689,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,40800,0.851,0.707,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,40800,0.199,0.181,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,40800,0.195,0.177,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,40800,0.187,0.174,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,40800,0.181,0.167,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,40800,0.817,0.677,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,40800,0.894,0.739,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,40800,0.835,0.692,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,40800,0.93,0.764,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,40800,0.9,0.738,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,40800,0.86,0.705,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,40800,0.944,0.779,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,40800,0.843,0.692,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,40800,0.177,0.162,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,40800,0.179,0.164,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,40800,0.183,0.167,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,40800,0.208,0.187,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,40800,0.983,0.811,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,40800,1.126,0.949,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,40800,0.974,0.808,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,40800,0.98,0.807,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,42000,0.152,0.142,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,42000,0.143,0.133,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,42000,0.165,0.155,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,42000,0.14,0.132,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,42000,0.147,0.138,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,42000,0.154,0.15,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,42000,0.156,0.151,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,42000,0.153,0.147,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,42000,0.421,0.333,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,42000,0.457,0.362,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,42000,0.364,0.306,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,42000,0.482,0.39,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,42000,0.593,0.475,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,42000,0.804,0.621,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,42000,0.823,0.634,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,42000,0.708,0.568,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,42000,0.211,0.187,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,42000,0.208,0.185,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,42000,0.208,0.184,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,42000,0.21,0.185,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,42000,0.94,0.736,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,42000,0.921,0.724,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,42000,0.95,0.754,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,42000,0.95,0.746,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,42000,0.961,0.809,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,42000,0.973,0.818,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,42000,0.924,0.763,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,42000,0.938,0.785,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,42000,0.17,0.156,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,42000,0.171,0.157,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,42000,0.18,0.167,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,42000,0.178,0.165,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,42000,0.925,0.754,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,42000,0.905,0.743,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,42000,0.92,0.754,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,42000,0.957,0.79,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,42000,0.143,0.133,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,42000,0.227,0.207,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,42000,0.147,0.138,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,42000,0.144,0.135,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,42000,0.158,0.151,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,42000,0.143,0.137,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,42000,0.156,0.15,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,42000,0.147,0.141,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,42000,0.53,0.411,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,42000,0.546,0.432,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,42000,0.463,0.377,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,42000,0.457,0.381,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,42000,0.878,0.717,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,42000,0.931,0.769,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,42000,0.883,0.732,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,42000,0.928,0.769,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,42000,0.171,0.156,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,42000,0.177,0.162,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,42000,0.179,0.164,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,42000,0.183,0.173,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,42000,0.979,0.814,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,42000,0.958,0.797,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,42000,0.983,0.816,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,42000,1.011,0.844,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,42000,0.644,0.508,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,42000,0.634,0.502,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,42000,0.704,0.556,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,42000,0.655,0.519,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,42000,0.18,0.163,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,42000,0.181,0.165,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,42000,0.192,0.177,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,42000,0.195,0.179,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,42000,0.892,0.711,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,42000,0.871,0.696,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,42000,0.949,0.758,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,42000,0.945,0.756,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,42000,0.891,0.745,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,42000,0.902,0.758,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,42000,0.847,0.696,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,42000,0.877,0.729,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,42000,0.2,0.181,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,42000,0.195,0.177,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,42000,0.187,0.174,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,42000,0.181,0.167,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,42000,0.826,0.688,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,42000,0.904,0.751,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,42000,0.85,0.704,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,42000,0.929,0.768,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,42000,0.904,0.743,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,42000,0.878,0.726,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,42000,0.936,0.776,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,42000,0.855,0.701,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,42000,0.177,0.161,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,42000,0.179,0.164,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,42000,0.183,0.167,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,42000,0.207,0.188,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,42000,0.98,0.809,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,42000,1.138,0.959,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,42000,0.974,0.808,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,42000,0.978,0.807,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,43200,0.152,0.142,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,43200,0.143,0.133,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,43200,0.166,0.155,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,43200,0.14,0.131,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,43200,0.147,0.138,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,43200,0.156,0.149,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,43200,0.156,0.15,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,43200,0.154,0.149,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,43200,0.409,0.328,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,43200,0.434,0.349,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,43200,0.31,0.268,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,43200,0.491,0.395,12
